year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2011,C20,20142410,Monophenols,PRODQNT,2225348181,2225348181,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2015217.2500000002,201521725.00000003,2225348181,False,8.303771228188777
2012,C20,20142410,Monophenols,PRODQNT,1990010428,1990010428,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1890558.05,189055805.0,1990010428,False,8.676000854720234
2013,C20,20142410,Monophenols,PRODQNT,1898314222,1898314222,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2174190.53,217419052.99999997,1898314222,False,10.276297847610303
2014,C20,20142410,Monophenols,PRODQNT,1971968911,1971968911,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1958584.13,195858413.0,1971968911,False,9.034779238717631
2015,C20,20142410,Monophenols,PRODQNT,1862022956,1862022956,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2183956.52,218395652.0,1862022956,False,10.497678263412265
2016,C20,20142410,Monophenols,PRODQNT,1966002553,1966002553,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2185889.6399999997,218588963.99999997,1966002553,False,10.005942177244112
2017,C20,20142410,Monophenols,PRODQNT,2281964711,2281964711,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1926273.9100000001,192627391.0,2281964711,False,7.7842077829439384
2018,C20,20142410,Monophenols,PRODQNT,2265042151,2265042151,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1436100.0699999998,143610006.99999997,2265042151,False,5.962255966392635
2019,C20,20142410,Monophenols,PRODQNT,1966372084,1966372084,KG,:R,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,1750385.9100000001,175038591.0,1966372084,False,8.173985169846041
2020,C20,20142410,Monophenols,PRODQNT,1838922522,1838922522,KG,,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2361123.01,236112300.99999997,1838922522,False,11.37871511277283
2021,C20,20142410,Monophenols,PRODQNT,2059734357,2059734357,KG,:E,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2721365.15,272136515.0,2059734357,False,11.67030808899782
2022,C20,20142410,Monophenols,PRODQNT,1527607322,1527607322,KG,:E,29071100|29071200|29071300|29071510|29071590|29071910|29071990,7,7,2732082.4300000006,273208243.00000006,1527607322,False,15.171361704661859
2008,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,216626000,216626000,KG,,29072300,1,1,224670.0,22467000.0,216626000,False,9.396761929458412
2009,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,244159000,244159000,KG,:E,29072300,1,1,253117.0,25311700.0,244159000,False,9.39311769331508
2010,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,200000000,200000000,KG,:R,29072300,1,1,296355.56,29635556.0,200000000,False,12.905473575703581
2011,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,319113100,319113100,KG,,29072300,1,1,300306.45,30030645.0,319113100,False,8.601226695325732
2012,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,291276400,291276400,KG,,29072300,1,1,403457.0,40345700.0,291276400,False,12.16616745385787
2013,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,210000000,210000000,KG,:R,29072300,1,1,399912.59,39991259.0,210000000,False,15.99706292130798
2014,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,320000000,320000000,KG,:R,29072300,1,1,529486.6,52948660.0,320000000,False,14.19730533419801
2015,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,300000000,300000000,KG,:R,29072300,1,1,628337.41,62833741.0,300000000,False,17.317502177946565
2016,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,300000000,300000000,KG,:R,29072300,1,1,482068.8,48206880.0,300000000,False,13.844321513693238
2017,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,400000000,400000000,KG,:R,29072300,1,1,512485.75,51248575.0,400000000,False,11.357060795150433
2018,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,360000000,360000000,KG,:R,29072300,1,1,541857.31,54185731.00000001,360000000,False,13.082471689494298
2019,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,300000000,300000000,KG,:R,29072300,1,1,483611.75,48361175.0,300000000,False,13.882481306936688
2020,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,360000000,360000000,KG,:R,29072300,1,1,449223.31,44922331.0,360000000,False,11.09406114724752
2021,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,600000000,600000000,KG,:R,29072300,1,1,358622.12,35862212.0,600000000,False,5.639934458001728
2022,C20,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",PRODQNT,200000000,200000000,KG,:R,29072300,1,1,580502.36,58050236.0,200000000,False,22.495711261430507
2008,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,9691797,9691797,KG,:R,29072100|29072200|29072900,3,3,150040.0,15004000.0,9691797,False,60.75527750734265
2009,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,23778239,23778239,KG,:R,29072100|29072200|29072900,3,3,126087.3,12608730.0,23778239,False,34.65177327630669
2010,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,24871363,24871363,KG,:R,29072100|29072200|29072900,3,3,174208.58000000002,17420858.0,24871363,False,41.19163663691249
2011,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,18085125,18085125,KG,:R,29072100|29072200|29072900,3,3,172556.46,17255646.0,18085125,False,48.82645599327756
2012,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,19751262,19751262,KG,:R,29072100|29072200|29072900,3,3,165039.96000000002,16503996.000000002,19751262,False,45.521661989000336
2013,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,16204086,16204086,KG,:R,29072100|29072200|29072900,3,3,174879.93,17487993.0,16204086,False,51.905354371275216
2014,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,21000000,21000000,KG,:R,29072100|29072200|29072900,3,3,192442.11,19244211.0,21000000,False,47.81858190734563
2015,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,21037016,21037016,KG,:R,29072100|29072200|29072900,3,3,155183.84,15518384.0,21037016,False,42.45168702845544
2016,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,18639695,18639695,KG,:R,29072100|29072200|29072900,3,3,170415.63,17041563.0,18639695,False,47.76054420502775
2017,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,20000000,20000000,KG,:R,29072100|29072200|29072900,3,3,196146.59999999998,19614659.999999996,20000000,False,49.51363964754461
2018,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,18479161,18479161,KG,:R,29072100|29072200|29072900,3,3,193012.24,19301224.0,18479161,False,51.08794947431055
2019,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,16483610,16483610,KG,:R,29072100|29072200|29072900,3,3,153414.51,15341451.0,16483610,False,48.20556667589734
2020,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,18858777,18858777,KG,:E,29072100|29072200|29072900,3,3,136373.05,13637304.999999998,18858777,False,41.96599762395971
2021,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,10000000,10000000,KG,:R,29072100|29072200|29072900,3,3,128150.93,12815093.0,10000000,False,56.169365603725566
2022,C20,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",PRODQNT,10000000,10000000,KG,:R,29072100|29072200|29072900,3,3,141632.15,14163215.0,10000000,False,58.614778703910055
2008,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,19834593,19834593,KG,,29081100|29081900|29089100|29089200|29089900,5,3,,,19834593,False,
2009,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,15000000,15000000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,3,,,15000000,False,
2010,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,5000000,5000000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,3,,,5000000,False,
2011,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7974893,7974893,KG,:R,29081100|29081900|29089100|29089200|29089900,5,3,,,7974893,False,
2012,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7549153,7549153,KG,,29081100|29081900|29089100|29089200|29089900,5,5,70049.3,7004930.0,7549153,False,48.13034252999657
2013,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7570207,7570207,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,65436.66000000001,6543666.000000001,7570207,False,46.36336177886822
2014,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,6000000,6000000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,63560.78,6356078.0,6000000,False,51.4409022021389
2015,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,8000000,8000000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,75932.3,7593230.0,8000000,False,48.695683960282764
2016,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,6993910,6993910,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,47568.43,4756843.0,6993910,False,40.481175972297265
2017,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7857590,7857590,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,57327.979999999996,5732798.0,7857590,False,42.18273974223547
2018,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7913973,7913973,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,51395.630000000005,5139563.0,7913973,False,39.37295610936378
2019,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,6264338,6264338,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,55612.21000000001,5561221.000000001,6264338,False,47.02712996484988
2020,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,7155437,7155437,KG,,29081100|29081900|29089100|29089200|29089900,5,5,52376.82000000001,5237682.000000001,7155437,False,42.26282342645141
2021,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,6000000,6000000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,5,66343.01,6634300.999999999,6000000,False,52.51023384673199
2022,C20,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",PRODQNT,3200000,3200000,KG,:R,29081100|29081900|29089100|29089200|29089900,5,4,,,3200000,False,
2008,C20,20143120,Industrial stearic acid,PRODQNT,306553835,306553835,KG,,38231100,1,1,565390.0,56539000.0,306553835,False,15.571499779112964
2009,C20,20143120,Industrial stearic acid,PRODQNT,288193206,288193206,KG,:R,38231100,1,1,592157.0,59215700.0,288193206,False,17.044957390931135
2010,C20,20143120,Industrial stearic acid,PRODQNT,335176364,335176364,KG,:R,38231100,1,1,547952.09,54795209.0,335176364,False,14.051077769199345
2011,C20,20143120,Industrial stearic acid,PRODQNT,303366215,303366215,KG,,38231100,1,1,350917.15,35091715.0,303366215,False,10.368117242813605
2012,C20,20143120,Industrial stearic acid,PRODQNT,241027395,241027395,KG,,38231100,1,1,753775.89,75377589.0,241027395,False,23.82313579485208
2013,C20,20143120,Industrial stearic acid,PRODQNT,220969698,220969698,KG,,38231100,1,1,796562.02,79656202.0,220969698,False,26.496786205047535
2014,C20,20143120,Industrial stearic acid,PRODQNT,222801341,222801341,KG,,38231100,1,1,759656.7,75965670.0,222801341,False,25.426391536915702
2015,C20,20143120,Industrial stearic acid,PRODQNT,228070722,228070722,KG,,38231100,1,1,726250.29,72625029.0,228070722,False,24.15232964166494
2016,C20,20143120,Industrial stearic acid,PRODQNT,240412250,240412250,KG,,38231100,1,1,690204.2,69020420.0,240412250,False,22.30547278669702
2017,C20,20143120,Industrial stearic acid,PRODQNT,249646126,249646126,KG,,38231100,1,1,847162.29,84716229.0,249646126,False,25.336652805905736
2018,C20,20143120,Industrial stearic acid,PRODQNT,258329143,258329143,KG,,38231100,1,1,841642.71,84164271.0,258329143,False,24.573982318970955
2019,C20,20143120,Industrial stearic acid,PRODQNT,210000000,210000000,KG,:R,38231100,1,1,920225.93,92022593.0,210000000,False,30.468777877157024
2020,C20,20143120,Industrial stearic acid,PRODQNT,240000000,240000000,KG,:R,38231100,1,1,916151.22,91615122.0,240000000,False,27.62694338167124
2021,C20,20143120,Industrial stearic acid,PRODQNT,219818966,219818966,KG,,38231100,1,1,1003393.97,100339397.0,219818966,False,31.340551613202745
2022,C20,20143120,Industrial stearic acid,PRODQNT,240000000,240000000,KG,:R,38231100,1,1,913070.73,91307073.0,240000000,False,27.559650982760637
2008,C20,20143130,Industrial oleic acid,PRODQNT,100209046,100209046,KG,,38231200,1,1,200919.0,20091900.0,100209046,False,16.701364925260023
2009,C20,20143130,Industrial oleic acid,PRODQNT,92921735,92921735,KG,:R,38231200,1,1,199026.0,19902600.0,92921735,False,17.640343282324686
2010,C20,20143130,Industrial oleic acid,PRODQNT,131541257,131541257,KG,,38231200,1,1,218554.09,21855409.0,131541257,False,14.247642774713238
2011,C20,20143130,Industrial oleic acid,PRODQNT,102345441,102345441,KG,,38231200,1,1,179339.89,17933989.0,102345441,False,14.910271024729665
2012,C20,20143130,Industrial oleic acid,PRODQNT,106487714,106487714,KG,,38231200,1,1,301444.01,30144401.0,106487714,False,22.062456546178765
2013,C20,20143130,Industrial oleic acid,PRODQNT,96756769,96756769,KG,,38231200,1,1,369704.61,36970461.0,96756769,False,27.64617273535091
2014,C20,20143130,Industrial oleic acid,PRODQNT,112800146,112800146,KG,,38231200,1,1,258307.88,25830788.0,112800146,False,18.63277354821832
2015,C20,20143130,Industrial oleic acid,PRODQNT,118564668,118564668,KG,:E,38231200,1,1,275579.01,27557901.0,118564668,False,18.859441897712596
2016,C20,20143130,Industrial oleic acid,PRODQNT,115246297,115246297,KG,,38231200,1,1,293369.51,29336951.0,115246297,False,20.290698546210553
2017,C20,20143130,Industrial oleic acid,PRODQNT,126918819,126918819,KG,,38231200,1,1,493444.48,49344448.0,126918819,False,27.994742659569564
2018,C20,20143130,Industrial oleic acid,PRODQNT,113965019,113965019,KG,,38231200,1,1,614696.49,61469649.0,113965019,False,35.03848452576089
2019,C20,20143130,Industrial oleic acid,PRODQNT,116373570,116373570,KG,,38231200,1,1,616536.49,61653649.0,116373570,False,34.63158574644701
2020,C20,20143130,Industrial oleic acid,PRODQNT,104698930,104698930,KG,,38231200,1,1,641427.66,64142766.0,104698930,False,37.989884915631265
2021,C20,20143130,Industrial oleic acid,PRODQNT,150000000,150000000,KG,:R,38231200,1,1,607847.09,60784709.0,150000000,False,28.837342750512324
2022,C20,20143130,Industrial oleic acid,PRODQNT,93316000,93316000,KG,:E,38231200,1,1,508570.07,50857007.0,93316000,False,35.274985282092366
2008,C20,20143150,Industrial tall oil fatty acids,PRODQNT,154224000,154224000,KG,:R,38231300,1,1,75124.0,7512400.0,154224000,False,4.644841853781832
2009,C20,20143150,Industrial tall oil fatty acids,PRODQNT,153380784,153380784,KG,:R,38231300,1,1,69562.01,6956200.999999999,153380784,False,4.338488091191186
2010,C20,20143150,Industrial tall oil fatty acids,PRODQNT,177297773,177297773,KG,:R,38231300,1,1,69878.07,6987807.000000001,177297773,False,3.791836018857255
2011,C20,20143150,Industrial tall oil fatty acids,PRODQNT,150055590,150055590,KG,:R,38231300,1,1,89359.06,8935906.0,150055590,False,5.620367267944947
2012,C20,20143150,Industrial tall oil fatty acids,PRODQNT,142279308,142279308,KG,:R,38231300,1,1,97187.83,9718783.0,142279308,False,6.394016488009708
2013,C20,20143150,Industrial tall oil fatty acids,PRODQNT,160957586,160957586,KG,:R,38231300,1,1,70484.92,7048492.0,160957586,False,4.195379169555997
2014,C20,20143150,Industrial tall oil fatty acids,PRODQNT,163229680,163229680,KG,:R,38231300,1,1,102568.02,10256802.0,163229680,False,5.912162078426376
2015,C20,20143150,Industrial tall oil fatty acids,PRODQNT,164906130,164906130,KG,:R,38231300,1,1,153873.36,15387335.999999998,164906130,False,8.534605463738767
